rel_depth,probe_helix_f1,probe_helix_auroc,probe_strand_f1,probe_strand_auroc,probe_burial_f1,probe_burial_auroc,contact_p_at_L5
38%,-0.05517198834057202,-0.07906909186069344,-0.08279544871872291,-0.09802602189661802,-0.015480638532773372,-0.026434656122312883,0.0016630092557062479
