feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.38939053,0.09972666,0.100076266,0.07134045,0.28931427,0.028386213
1,0.38837522,0.061287094,0.07773065,0.05998003,0.31064457,0.0013070628
2,0.35583556,0.056763377,0.113250144,0.0746752,0.24258542,-0.017911825
3,0.37589946,0.07659108,0.09499441,0.06512295,0.28090507,0.011468135
4,0.46248338,0.049261197,0.07822666,0.05383711,0.38425672,-0.004575912
5,0.4895364,0.08416955,0.0963939,0.06369474,0.39314252,0.020474814
6,0.5308679,0.06299131,0.09548255,0.06699484,0.43538532,-0.004003525
7,0.46634835,0.028610054,0.10830586,0.06908761,0.35804248,-0.040477555
8,0.5949343,0.063105516,0.11657224,0.083724044,0.47836205,-0.020618528
9,0.48924088,0.09367543,0.10045047,0.07295904,0.38879043,0.020716384
10,0.4916058,0.09528266,0.110023595,0.08126263,0.3815822,0.014020026
11,0.3724513,0.045073442,0.07728905,0.058452997,0.29516226,-0.013379555
12,0.52630806,0.099326655,0.13038231,0.09138568,0.39592576,0.007940978
13,0.52600974,0.10383675,0.14583316,0.10873576,0.38017657,-0.00489901
14,0.3875232,0.06648935,0.07818178,0.05535379,0.30934143,0.011135556
15,0.6063263,0.16473012,0.12629266,0.09790608,0.48003364,0.066824034
16,0.35735682,0.08073971,0.08459441,0.057910684,0.27276242,0.022829022
17,0.20680833,0.028229471,0.04658885,0.029079191,0.16021948,-0.0008497201
18,0.5697804,0.07728082,0.10909009,0.073723,0.46069032,0.0035578161
19,0.5685853,0.08534106,0.099778846,0.067526415,0.46880645,0.017814644
20,0.28120568,0.046566233,0.046389755,0.031671338,0.23481593,0.014894895
21,0.45726973,0.0725363,0.09082293,0.06758485,0.3664468,0.0049514472
22,0.5462255,0.10143055,0.12246265,0.091923214,0.42376283,0.009507336
23,0.4325082,0.061731964,0.078844704,0.05800888,0.3536635,0.003723085
24,0.51298696,0.08385688,0.13984756,0.087183096,0.37313938,-0.0033262148
25,0.4312431,0.097545415,0.12264268,0.09671443,0.30860043,0.0008309856
26,0.4245661,0.07128055,0.07332747,0.052158583,0.3512386,0.019121964
27,0.32259625,0.060949218,0.09286991,0.06481516,0.22972634,-0.003865946
28,0.39320144,0.08526021,0.068416536,0.05334153,0.3247849,0.031918682
29,0.4351481,0.07460758,0.09462735,0.07122092,0.34052074,0.0033866614
30,0.4768956,0.038686883,0.10260739,0.06716056,0.3742882,-0.028473679
31,0.5654363,0.1025785,0.12493177,0.08668761,0.44050455,0.015890889
32,0.5954619,0.04270119,0.097973205,0.06678081,0.4974887,-0.024079625
33,0.5503018,0.09567274,0.10129676,0.06736015,0.44900504,0.028312594
34,0.46428892,0.104425766,0.110942975,0.07593576,0.35334593,0.028490007
35,0.60662067,0.103823625,0.14255872,0.09702442,0.46406195,0.006799206
36,0.6193045,0.1268608,0.11220547,0.08680439,0.50709903,0.040056407
37,0.58223766,0.11514825,0.10403883,0.078499705,0.47819883,0.03664854
38,0.49771893,0.054746363,0.0759519,0.053073883,0.42176703,0.0016724803
39,0.5012692,0.060530048,0.088759296,0.06039796,0.41250992,0.00013208762
40,0.46270972,0.07598453,0.098632134,0.06867607,0.3640776,0.007308461
41,0.3621174,0.05575505,0.08530637,0.0643904,0.27681103,-0.00863535
42,0.5532597,0.1386754,0.12514909,0.08984497,0.4281106,0.048830435
43,0.5671597,0.13179345,0.14084426,0.10198265,0.42631546,0.029810801
44,0.42888877,0.02716219,0.048428968,0.036154214,0.3804598,-0.008992024
45,0.5034384,0.10784044,0.12458194,0.092625484,0.37885648,0.015214957
46,0.57730883,0.06986728,0.14212315,0.096251175,0.43518567,-0.026383892
47,0.48922423,0.06899524,0.097541615,0.05528484,0.39168262,0.013710398
48,0.6026635,0.06731153,0.112616874,0.07162948,0.49004665,-0.0043179467
49,0.3586837,0.046442967,0.06845996,0.044437233,0.29022375,0.0020057335
50,0.41514117,0.058503173,0.07247522,0.052117214,0.34266594,0.0063859597
51,0.42800075,0.07010433,0.09484341,0.06721057,0.33315733,0.0028937608
52,0.36663666,0.032926224,0.08801144,0.059349343,0.27862522,-0.026423119
53,0.5291993,0.12851717,0.12024294,0.08754888,0.40895635,0.040968284
54,0.4847521,0.085612275,0.08177363,0.055620346,0.40297845,0.029991928
55,0.58660823,0.100185275,0.11255166,0.08089514,0.47405657,0.019290134
56,0.5170759,0.06815764,0.0872524,0.058378946,0.4298235,0.009778697
57,0.3888941,0.060805943,0.07555495,0.051356908,0.31333917,0.009449035
58,0.55910397,0.084933825,0.13432612,0.0925202,0.42477787,-0.007586375
59,0.49295247,0.08036266,0.12402322,0.08633837,0.36892924,-0.0059757084
60,0.48064694,0.06573808,0.08361189,0.060178284,0.39703506,0.0055597983
61,0.5184497,0.09372415,0.13142017,0.08883501,0.38702956,0.004889138
62,0.38932186,0.073055275,0.09006421,0.069019705,0.29925764,0.0040355697
63,0.37703767,0.07025601,0.08624802,0.05758202,0.29078966,0.012673989
64,0.36068937,0.07069984,0.0863827,0.060216416,0.27430665,0.010483425
65,0.55707246,0.08371997,0.1255727,0.08353193,0.43149978,0.00018803775
66,0.4883649,0.06299055,0.08619035,0.05976571,0.40217456,0.0032248423
67,0.41291493,0.059256095,0.08428651,0.05635254,0.32862842,0.0029035546
68,0.4242531,0.037400097,0.067922615,0.04544716,0.35633048,-0.008047063
69,0.37336677,0.09904843,0.07473677,0.056040052,0.29863,0.043008376
70,0.3450797,0.042616427,0.07062813,0.05142564,0.27445155,-0.008809213
