cell,n_features,rho_selectivity_struct,p_struct,rho_top1_struct,p_top1,mean_selectivity,rho_selectivity_seq,p_seq
ckpt_mlm_s42_token:14,2560,-0.04442390941730021,0.024595092751358873,-0.02526068644184705,0.20136209474808728,0.4826628595165431,-0.676386451932747,0.0
ckpt_clm_s42:14,2560,-0.12194525529026111,6.012728435295396e-10,-0.13457478669354045,8.098145456773902e-12,0.2849006215064957,-0.41246579074337614,9.929526235756606e-106
