rel_depth,probe_helix_f1,probe_helix_auroc,probe_strand_f1,probe_strand_auroc,probe_burial_f1,probe_burial_auroc,contact_p_at_L5
25%,-0.03655971463287355,-0.05115617539312356,-0.045590163994925714,-0.06377225742150416,-0.015270010749726892,-0.019460135365753195,0.005125836906968433
