feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,-0.0021122138,-0.032491654,0.017100055,0.012078506,-0.019212268,-0.04457016
1,0.015407868,0.029042356,0.014680749,0.010975277,0.0007271189,0.018067079
2,0.029470356,0.0016752731,0.045314435,0.026269188,-0.015844079,-0.024593916
3,0.5468745,0.33242136,0.43252993,0.3279767,0.1143446,0.0044446588
4,0.6644413,0.3396545,0.50146925,0.32880583,0.16297203,0.010848671
5,0.070716575,0.046442635,0.057587318,0.03956131,0.013129257,0.0068813264
6,0.63945377,0.366079,0.44912586,0.33493632,0.19032791,0.031142682
7,0.07220587,0.050250173,0.048269767,0.038390182,0.023936104,0.011859991
8,0.1380484,0.041366596,0.09576678,0.06003364,0.042281613,-0.018667046
9,0.0029902058,-0.0071696257,0.025814686,0.017946796,-0.022824481,-0.025116421
10,0.008126852,-0.055156015,0.013272596,0.0060121375,-0.0051457435,-0.061168153
11,0.022376163,-0.033647742,0.021301027,0.0137189105,0.0010751355,-0.047366653
12,0.08921062,0.030729735,0.07186856,0.05164986,0.01734206,-0.020920126
13,0.48248273,0.24398269,0.373393,0.25482965,0.10908973,-0.010846958
14,0.022133743,-0.008004884,0.022170626,0.01953805,-3.6882237e-05,-0.027542934
15,0.008268541,0.14910364,0.042158138,0.027383495,-0.0338896,0.12172015
16,0.58610326,0.306481,0.48147178,0.32124475,0.10463148,-0.014763743
17,-0.014736328,0.12848212,0.025085906,0.014800718,-0.039822236,0.1136814
18,0.5811464,0.34990177,0.3934363,0.30089054,0.1877101,0.04901123
19,0.42182806,0.25627458,0.36171994,0.23353486,0.060108125,0.022739723
20,0.04057155,0.022472335,0.061141253,0.046157233,-0.0205697,-0.023684898
21,0.036302947,-0.034656677,0.017677821,0.012712568,0.018625125,-0.047369245
22,0.1273384,0.09677255,0.118877135,0.08330098,0.008461259,0.013471574
23,0.6922071,0.20214272,0.26122287,0.19847856,0.43098423,0.0036641508
