feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.6561233,0.08571284,0.11483602,0.08005311,0.54128724,0.0056597292
1,0.6362533,0.050187476,0.09380535,0.06773001,0.5424479,-0.017542534
2,0.45953196,0.046715446,0.058793243,0.045026854,0.40073872,0.0016885921
3,0.54914343,0.124336675,0.13282692,0.100362256,0.4163165,0.023974419
4,0.4943058,0.065440014,0.14150675,0.10645177,0.35279906,-0.04101176
5,0.4263511,0.08844996,0.09838019,0.068301685,0.32797092,0.020148277
6,0.56285435,0.05949573,0.057214636,0.041055743,0.50563973,0.018439986
7,0.42392728,0.04528183,0.07921346,0.05524817,0.3447138,-0.00996634
8,0.5499576,0.05150957,0.07873328,0.06155012,0.4712243,-0.010040551
9,0.17242996,0.025202123,0.034411535,0.022712752,0.13801843,0.0024893712
10,0.5025822,0.056904066,0.070521,0.048169393,0.4320612,0.008734673
11,0.42467234,0.07717591,0.06498014,0.047346603,0.3596922,0.029829305
12,0.5760089,0.040702667,0.074423574,0.053747717,0.50158536,-0.01304505
13,0.5026475,0.0996615,0.10572185,0.081642196,0.39692566,0.018019304
14,0.4296627,0.07623974,0.07924055,0.060737845,0.35042214,0.015501898
15,0.6830147,0.1289489,0.13430971,0.09219725,0.548705,0.03675165
16,0.5491236,0.09862609,0.13260454,0.10020434,0.41651905,-0.001578249
17,0.37750244,0.022620197,0.065445654,0.045203704,0.31205678,-0.022583507
18,0.54556566,0.03381902,0.07858514,0.048923325,0.46698052,-0.015104305
19,0.6315548,0.10409573,0.13206431,0.11014982,0.49949047,-0.006054096
20,0.4554117,0.016102077,0.0811359,0.05891581,0.3742758,-0.042813733
21,0.5169315,0.10882296,0.11283339,0.08674663,0.4040981,0.022076324
22,0.47149324,0.042991597,0.08229576,0.051223308,0.38919747,-0.008231711
23,0.42674556,0.04283193,0.06612944,0.037887968,0.36061612,0.004943963
24,0.4477167,0.047747444,0.076264784,0.05425288,0.3714519,-0.006505437
25,0.5064763,0.07045275,0.09543627,0.068677686,0.41104,0.0017750636
26,0.3221396,0.050751437,0.12392842,0.08163681,0.19821116,-0.030885372
27,0.58709276,0.08783734,0.13589168,0.0869883,0.45120108,0.00084903836
28,0.59630084,0.045406807,0.055737313,0.03596091,0.5405635,0.009445898
29,0.5646477,0.08506939,0.08319722,0.05664431,0.48145044,0.028425079
30,0.41503495,0.061659053,0.086359225,0.053048287,0.32867572,0.008610766
31,0.18772802,0.030443715,0.05275372,0.033453263,0.1349743,-0.0030095484
32,0.5496374,0.06806418,0.10987537,0.08076539,0.439762,-0.012701206
33,0.5319282,0.018858312,0.048255105,0.028543832,0.48367307,-0.00968552
34,0.35845682,0.03131253,0.05578543,0.039479703,0.3026714,-0.008167174
35,0.57919604,0.12518099,0.15455538,0.10325733,0.42464066,0.021923661
36,0.5976468,0.1664216,0.17529646,0.13424194,0.42235032,0.03217967
