feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.5161895,0.14178807,0.16059032,0.11536726,0.3555992,0.026420802
1,0.48771074,0.09491245,0.10995373,0.07730364,0.377757,0.017608806
2,0.506722,0.11365018,0.121837966,0.094610654,0.384884,0.019039527
3,0.42560595,0.030405512,0.06779026,0.043888807,0.35781568,-0.013483295
4,0.3553214,0.059711922,0.065547355,0.04773741,0.28977406,0.0119745135
5,0.48823997,0.100824334,0.13866162,0.10828396,0.34957835,-0.0074596256
6,0.4977109,0.12072832,0.1540269,0.11028158,0.34368402,0.010446742
7,0.48652416,0.07546905,0.102297686,0.08057434,0.38422647,-0.0051052943
8,0.38922527,0.05571752,0.07448727,0.050240397,0.314738,0.005477123
9,0.379617,0.06294763,0.09967212,0.065016955,0.2799449,-0.0020693243
10,0.2542462,0.049999703,0.058423795,0.044311695,0.19582242,0.005688008
11,0.42332816,0.058164865,0.06969686,0.049733877,0.35363132,0.008430988
12,0.5325714,0.099636145,0.10121598,0.07746658,0.4313554,0.022169568
13,0.53626007,0.090893775,0.13983697,0.09557452,0.3964231,-0.0046807453
14,0.36344042,0.042841557,0.077454835,0.055922657,0.2859856,-0.0130811
15,0.47273836,0.09387792,0.09892076,0.07754613,0.3738176,0.016331792
16,0.47996715,0.09751313,0.111998126,0.082519665,0.36796904,0.014993466
17,0.5341397,0.13318233,0.11644568,0.09034548,0.417694,0.042836852
18,0.523368,0.12903596,0.15100488,0.12083292,0.37236312,0.0082030445
19,0.4396997,0.082223706,0.105823115,0.0758948,0.3338766,0.006328903
20,0.5414925,0.051432285,0.091444924,0.062553436,0.4500476,-0.01112115
21,0.4317129,0.086393766,0.09948319,0.07742327,0.3322297,0.008970499
22,0.6791669,0.16635437,0.18661663,0.11916552,0.49255028,0.047188856
23,0.45620078,0.024750652,0.048710603,0.03492051,0.40749016,-0.010169858
24,0.51431024,0.14832492,0.11394207,0.08700718,0.40036815,0.061317742
25,0.6254077,0.11122607,0.13770045,0.10178412,0.48770726,0.009441949
26,0.50818807,0.07285864,0.10382596,0.073392145,0.4043621,-0.0005335063
27,0.31461576,0.07741753,0.090299815,0.06854037,0.22431594,0.008877158
28,0.52745575,0.11028717,0.14614539,0.10754893,0.38131034,0.0027382374
29,0.40011862,0.04960493,0.062441844,0.04487683,0.33767676,0.004728101
30,0.4568495,0.15066738,0.16291913,0.121554755,0.29393035,0.02911263
31,0.4379024,0.09689475,0.08335969,0.06542321,0.3545427,0.031471536
32,0.45207345,0.07114745,0.09570412,0.07324854,0.35636932,-0.0021010935
33,0.3593441,0.04894358,0.08984402,0.062274262,0.26950008,-0.013330683
34,0.47010705,0.060293544,0.090754844,0.0657958,0.3793522,-0.0055022575
35,0.47507554,0.053499367,0.085814305,0.06403696,0.38926125,-0.010537591
36,0.4333755,0.045405887,0.07672563,0.053650364,0.35664988,-0.008244477
37,0.5139829,0.07830566,0.10712966,0.07432416,0.40685323,0.003981501
38,0.32592192,0.1109025,0.10054097,0.07426322,0.22538096,0.03663928
