feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.09934901,-0.003949736,0.060546227,0.032838985,0.03880278,-0.03678872
1,0.012151908,0.028686369,0.021932472,0.015706314,-0.009780563,0.012980055
2,0.33178917,0.12572142,0.22527492,0.14983739,0.106514245,-0.024115965
3,0.6772086,0.1481638,0.23805675,0.1809522,0.43915185,-0.03278841
4,0.6807335,0.16435705,0.2548605,0.16223769,0.425873,0.0021193624
5,0.08547709,0.030578082,0.057896107,0.03486896,0.027580984,-0.004290877
6,0.6587456,0.19722125,0.21474493,0.15996008,0.44400066,0.037261173
7,0.747076,0.21559425,0.3171687,0.24153627,0.42990726,-0.025942028
8,0.69011605,0.25563893,0.37504035,0.26374185,0.3150757,-0.008102924
9,0.029167295,-0.011071809,0.051836543,0.03464929,-0.022669248,-0.0457211
10,0.18351004,0.0491433,0.10064697,0.058603197,0.08286306,-0.009459898
11,0.16989844,-0.008428165,0.08745021,0.04805221,0.08244823,-0.056480374
12,0.7886883,0.24577986,0.32006824,0.23739283,0.46862006,0.008387029
13,0.782748,0.10227507,0.18112607,0.12560384,0.6016219,-0.023328766
14,0.14035346,-0.012343116,0.034445066,0.026504908,0.105908394,-0.038848024
15,0.12942605,0.17531241,0.062494446,0.048480544,0.066931605,0.12683187
16,0.85717696,0.1547432,0.2877196,0.18833369,0.56945735,-0.033590496
17,0.7756254,0.24380311,0.3062601,0.22003819,0.4693653,0.023764923
18,0.94288784,0.29264545,0.30789682,0.23332268,0.63499105,0.059322774
19,0.1681173,0.058441214,0.04904643,0.03272769,0.11907087,0.025713526
20,0.1578733,0.058675386,0.10629977,0.071366765,0.05157353,-0.012691379
21,0.068750285,-0.01834924,0.061755486,0.03668277,0.006994799,-0.055032007
22,0.84105104,0.3156303,0.46585461,0.30644363,0.37519643,0.009186655
23,0.73471797,0.1640514,0.1644589,0.11519211,0.5702591,0.04885929
24,0.43863812,0.12944935,0.214125,0.14009699,0.22451311,-0.01064764
25,0.71406686,0.28610262,0.3584179,0.27482155,0.35564896,0.011281073
26,0.0038063743,0.011603598,0.035976134,0.02264338,-0.03216976,-0.011039782
27,0.18429999,0.07789388,0.08487701,0.06061462,0.099422984,0.017279264
28,0.3403794,0.148982,0.17578855,0.1423385,0.16459084,0.006643504
29,0.8864825,0.22910511,0.35504556,0.24155994,0.5314369,-0.012454823
30,0.16014187,0.05480342,0.064347446,0.037707135,0.095794424,0.017096285
31,0.19041203,0.0957344,0.05606171,0.038725972,0.13435031,0.05700843
32,0.525966,0.15889797,0.17897047,0.13395976,0.34699553,0.02493821
33,0.686476,0.27582175,0.37437204,0.25594968,0.31210396,0.01987207
34,0.9780929,0.26743355,0.4443605,0.28847945,0.5337324,-0.021045893
35,0.5859851,0.14667614,0.15898992,0.116456315,0.42699522,0.030219823
36,0.8419541,0.21730255,0.25305122,0.1854847,0.5889029,0.03181784
37,0.87396055,0.1993764,0.29758152,0.19850068,0.57637906,0.00087572634
38,0.44109803,0.16002624,0.19050013,0.14697045,0.2505979,0.0130557865
39,0.740325,0.17300609,0.2130035,0.1539286,0.52732146,0.019077495
40,0.09412262,0.031246928,0.07134397,0.048773065,0.022778645,-0.017526137
41,0.7120819,0.3230713,0.41995403,0.31445214,0.29212788,0.008619159
42,0.13128686,0.101415314,0.095818475,0.06803884,0.035468385,0.03337647
43,1.0620953,0.30566466,0.44942206,0.3176132,0.6126732,-0.011948556
44,0.77982575,0.3950299,0.49300742,0.35451713,0.28681833,0.04051277
45,0.06615252,0.032555066,0.023729775,0.017773328,0.042422745,0.014781738
46,0.7676929,0.310497,0.4863303,0.3269294,0.28136262,-0.016432405
47,0.66289145,0.13433,0.1976873,0.14643924,0.46520415,-0.012109235
48,0.8506268,0.2680123,0.3367025,0.25294778,0.51392436,0.015064508
49,0.6203038,0.1660213,0.19793077,0.12954575,0.42237306,0.036475554
50,0.08573951,0.078387804,0.0625214,0.051859226,0.02321811,0.026528578
51,0.842035,0.30242237,0.36697644,0.2602827,0.47505856,0.04213968
52,0.779104,0.16106944,0.25144166,0.1564882,0.52766234,0.004581243
53,0.93635166,0.20933144,0.27428925,0.18186094,0.6620624,0.0274705
54,0.37640548,0.1252199,0.20177032,0.13405257,0.17463516,-0.008832678
55,0.38143942,0.114289984,0.1468929,0.095916346,0.23454651,0.018373638
56,0.097192556,-0.003520069,0.054085813,0.032137945,0.043106742,-0.035658013
57,0.10057235,0.03001046,0.02288722,0.016750993,0.077685125,0.013259467
58,0.15838179,0.042053785,0.05706281,0.037500106,0.101318985,0.0045536794
59,0.4591915,0.15114464,0.23572752,0.15270516,0.22346398,-0.0015605241
60,0.70781046,0.2846287,0.31301776,0.23415074,0.3947927,0.05047795
61,0.0647507,0.07788184,0.027364848,0.025814705,0.03738585,0.05206714
62,0.715116,0.10687521,0.1854828,0.13523161,0.5296332,-0.028356403
63,0.0007853676,0.031188592,0.03530475,0.023346784,-0.03451938,0.007841809
64,0.75591886,0.22353101,0.3463916,0.22808887,0.40952727,-0.004557863
65,0.14082116,0.04382843,0.036443256,0.028009625,0.1043779,0.015818806
66,0.6998866,0.23740505,0.3088158,0.23069042,0.3910708,0.006714627
67,0.028969904,0.026673354,0.028874923,0.016288823,9.4981864e-05,0.010384532
68,0.7713321,0.21867532,0.28696752,0.20108561,0.48436457,0.017589703
69,0.3617861,0.08583368,0.11272419,0.08463087,0.24906191,0.0012028143
70,-0.016043643,0.11342983,0.013609187,0.0054413783,-0.02965283,0.107988454
71,0.96391475,0.24547696,0.3799095,0.25192338,0.58400524,-0.006446421
72,1.018472,0.33112317,0.39500505,0.27526265,0.6234669,0.05586052
73,-0.0046471125,0.042752367,0.0060160677,0.0052205045,-0.01066318,0.03753186
74,0.12029453,0.047372848,0.08464802,0.061150007,0.035646513,-0.013777159
75,0.09817609,0.047854174,0.07526855,0.05596926,0.02290754,-0.008115087
76,0.64940625,0.2335475,0.26910296,0.19420084,0.3803033,0.03934665
77,0.6781098,0.13791828,0.17026722,0.11573306,0.5078426,0.022185221
78,0.35312703,0.11991441,0.1395449,0.09344439,0.21358213,0.02647002
79,0.54549444,0.17070605,0.27781898,0.19032717,0.26767546,-0.019621119
80,1.03703,0.34421086,0.56026495,0.37414628,0.47676504,-0.02993542
81,0.01150829,0.068497375,0.054173306,0.036144115,-0.042665016,0.03235326
82,0.4249612,0.20634653,0.18376005,0.11691365,0.24120116,0.08943288
