feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.07156229,0.050511096,0.082963325,0.062193144,-0.011401035,-0.011682048
1,0.9239635,0.29966176,0.467204,0.28246978,0.45675948,0.017191976
2,-0.018180802,0.037403416,0.0063721533,0.003771257,-0.024552956,0.03363216
3,0.3841542,0.17332208,0.21594223,0.16774893,0.16821197,0.0055731535
4,0.07026383,0.046036415,0.039065186,0.023844983,0.031198647,0.022191431
5,0.026248239,-0.0032504092,0.03410806,0.024343226,-0.007859822,-0.027593635
6,0.075349405,0.07101912,0.034798365,0.024851387,0.04055104,0.04616773
7,0.025387071,0.10043977,0.04203658,0.03077857,-0.01664951,0.0696612
8,0.84607875,0.45829445,0.53987426,0.42685333,0.3062045,0.031441122
9,0.19012052,0.09180771,0.1179471,0.082793064,0.07217342,0.009014644
10,0.07514704,0.06284248,0.038089618,0.021886453,0.037057422,0.040956028
11,-0.029796446,0.117489815,0.015959788,0.007917102,-0.045756236,0.10957271
12,0.6990075,0.27836293,0.34503356,0.2491489,0.35397395,0.029214025
13,0.12217068,0.0762277,0.07016401,0.054814912,0.05200667,0.02141279
14,0.19984168,0.10782004,0.09768596,0.070151284,0.102155715,0.037668757
15,0.13179183,0.08925855,0.08325242,0.05711106,0.048539408,0.032147493
16,0.6115458,0.27275848,0.29789913,0.2272026,0.31364667,0.04555589
17,0.05018473,0.045485836,0.036627445,0.028748468,0.013557285,0.016737368
18,0.10213388,0.04779063,0.055115186,0.035052467,0.047018692,0.0127381645
19,0.10963266,0.043957703,0.08683638,0.06251173,0.02279628,-0.018554024
20,0.06694716,0.020218996,0.029585198,0.017609553,0.037361965,0.002609443
21,0.74123484,0.3070084,0.3586407,0.26519832,0.38259414,0.041810066
22,0.8633803,0.4031412,0.502592,0.36476308,0.3607883,0.03837812
23,0.04082378,0.028830528,0.03862345,0.022736866,0.0022003315,0.006093662
24,1.0293534,0.37252447,0.5354299,0.3578672,0.4939235,0.014657259
25,0.8987916,0.37037942,0.47574437,0.3381491,0.42304724,0.032230318
26,1.0785378,0.33327365,0.4887169,0.34170616,0.5898209,-0.0084325075
27,0.9938563,0.49657798,0.68150926,0.44990486,0.31234705,0.04667312
28,0.074244715,0.06283149,0.059800647,0.027535057,0.014444068,0.035296433
29,0.4205314,0.22128616,0.3177513,0.20312586,0.1027801,0.018160298
30,0.6031039,0.28723985,0.3421838,0.2657522,0.26092008,0.021487653
31,0.046591744,-0.01897498,0.039356053,0.022490792,0.007235691,-0.041465774
32,0.1561543,0.10393076,0.111116916,0.073148884,0.04503739,0.030781873
33,0.05033937,0.03295583,0.04052215,0.027519029,0.00981722,0.0054368004
34,0.059235737,0.056166165,0.035424422,0.026054202,0.023811314,0.030111963
35,0.23175769,0.09583357,0.11618792,0.09001174,0.11556976,0.0058218315
36,1.3934982,0.7309609,1.0039921,0.73959345,0.3895061,-0.008632541
37,0.009538717,0.0018462064,0.04342423,0.029425427,-0.033885513,-0.027579222
38,0.8125842,0.31523094,0.41883695,0.30903614,0.39374727,0.0061948
39,0.07047333,0.059210323,0.05479434,0.035758637,0.015678987,0.023451686
40,0.62172705,0.24332297,0.33442536,0.24288192,0.2873017,0.00044104457
41,0.35350376,0.23930022,0.30293703,0.21485193,0.050566733,0.02444829
42,0.11905127,0.041545432,0.06840704,0.044726238,0.050644234,-0.0031808056
43,0.12899657,0.05042383,0.086347625,0.05416671,0.04264894,-0.0037428774
44,0.21509875,0.1887786,0.1413623,0.09933023,0.07373646,0.08944836
45,0.039532315,0.010886448,0.030896263,0.017886035,0.008636052,-0.0069995867
46,0.6843689,0.20361604,0.26787177,0.20771222,0.41649714,-0.00409618
47,0.1496883,0.07330818,0.10526201,0.06984288,0.044426292,0.0034652948
48,0.103401035,0.10110709,0.06925081,0.042673264,0.034150228,0.058433827
49,0.488554,0.24424382,0.340324,0.21823868,0.14822999,0.026005134
50,-0.041307352,0.18163647,0.028512092,0.012213738,-0.06981944,0.16942273
51,0.18093023,0.10411774,0.106923416,0.07891352,0.07400681,0.025204226
52,0.06256295,0.056523345,0.050006803,0.037128165,0.012556147,0.01939518
53,0.63890743,0.24658208,0.37089705,0.25215954,0.26801038,-0.00557746
54,1.0030516,0.31908756,0.5598963,0.34228772,0.44315535,-0.023200154
55,0.07098682,0.06649042,0.04709713,0.032490477,0.02388969,0.033999942
56,0.14967509,0.211055,0.110418424,0.092910044,0.039256662,0.11814495
57,0.12367517,0.028549591,0.05349263,0.024583342,0.07018253,0.0039662495
58,0.051939923,0.02168875,0.030499699,0.020614984,0.021440225,0.0010737665
59,0.77860165,0.32357597,0.35099912,0.25525075,0.42760253,0.06832522
60,0.8421832,0.40715566,0.50014955,0.38411796,0.34203362,0.023037702
61,0.03989751,-0.011776878,0.026109157,0.015018851,0.013788352,-0.026795728
62,1.0607518,0.35084847,0.50480574,0.36587456,0.55594605,-0.0150260925
63,0.07870837,0.12186197,0.070302874,0.046610665,0.008405499,0.07525131
64,0.7881106,0.3424406,0.4319677,0.29525748,0.3561429,0.047183126
65,0.1996996,0.075676546,0.097394705,0.07169593,0.10230489,0.0039806142
66,0.021889135,0.010484135,0.01373312,0.00984572,0.008156016,0.0006384151
67,1.068199,0.50799954,0.58393025,0.44168323,0.48426878,0.06631631
68,0.09342118,0.0532245,0.06638709,0.044288453,0.027034096,0.008936048
69,-0.031262107,0.11743329,0.010299318,0.004366298,-0.041561425,0.113066986
70,1.2677096,0.6106527,0.8154689,0.5994861,0.4522407,0.011166573
71,0.066301145,0.05745198,0.030343574,0.023828631,0.03595757,0.033623345
72,0.48615718,0.19757336,0.278653,0.20162788,0.20750418,-0.0040545166
73,0.5967562,0.25914446,0.3570894,0.2395869,0.23966682,0.01955755
74,0.039527807,-0.013031244,0.016964687,0.013552352,0.02256312,-0.026583597
75,0.5223533,0.19202794,0.285287,0.2051939,0.2370663,-0.013165966
76,0.83573705,0.39997238,0.5448642,0.36836106,0.29087287,0.031611323
77,0.028616145,0.0436528,0.015225301,0.009230713,0.013390845,0.034422085
78,1.0328815,0.4651514,0.61125135,0.45246288,0.42163014,0.012688518
79,0.7878583,0.2424469,0.33595872,0.2177677,0.4518996,0.024679199
80,0.84971505,0.2908595,0.4642882,0.3083683,0.38542685,-0.017508805
81,0.013812576,0.13272864,0.03198467,0.014846488,-0.018172093,0.11788215
82,-0.03140065,0.12088049,0.015622144,0.0072511267,-0.047022793,0.11362936
83,0.8526008,0.4858114,0.5661382,0.42023972,0.2864626,0.065571696
84,1.0793083,0.5150436,0.7496434,0.49016356,0.3296649,0.024880052
85,0.6983333,0.34745744,0.43545195,0.31548333,0.26288137,0.031974107
86,0.03964088,0.063701846,0.048238322,0.03486965,-0.008597441,0.028832197
87,0.28630802,0.09336808,0.1420427,0.09220438,0.14426532,0.0011637062
88,0.47211644,0.246904,0.30090895,0.23155497,0.17120749,0.0153490305
89,0.030690214,0.014522872,0.026154215,0.017734872,0.004535999,-0.0032120002
90,0.07132148,0.21644168,0.04609024,0.038315844,0.025231238,0.17812583
91,0.87247396,0.48540008,0.601821,0.43892127,0.27065295,0.046478808
92,0.056014914,0.048691675,0.021231402,0.015086869,0.034783512,0.03360481
93,0.5099101,0.2120286,0.32371205,0.22359802,0.18619806,-0.011569425
94,0.8612686,0.34601495,0.61117935,0.35204884,0.25008923,-0.0060338974
95,0.052306727,0.10579319,0.045723427,0.026172834,0.0065832995,0.07962036
96,0.025471639,0.052903127,0.020922156,0.017453503,0.004549483,0.035449624
97,1.1810633,0.35535216,0.45615852,0.3303558,0.7249048,0.02499637
98,1.0496602,0.5795762,0.77014023,0.5305005,0.27951998,0.049075723
99,0.14636847,0.15775035,0.11486826,0.074618734,0.031500213,0.08313162
100,0.07467913,0.012379309,0.040445257,0.029994225,0.03423387,-0.017614916
101,0.15420613,0.070456415,0.09181919,0.06316135,0.062386937,0.0072950646
102,0.0542687,0.014714545,0.04609769,0.030700868,0.008171011,-0.015986323
103,0.056590024,0.14836438,0.056409482,0.04007061,0.00018054247,0.10829377
104,-0.040345933,0.11492631,0.0041979216,-0.00049233646,-0.044543855,0.11541864
105,0.91088885,0.4514639,0.5212026,0.39020598,0.38968623,0.06125793
106,0.11531869,0.020970805,0.10099897,0.059103683,0.014319725,-0.038132876
107,0.1037833,0.084734045,0.0630648,0.04717658,0.040718503,0.037557464
108,0.05179121,0.03928627,0.010984564,0.008323134,0.040806644,0.030963138
109,0.8388878,0.29310054,0.5161874,0.34533033,0.32270038,-0.052229792
110,0.07404302,0.11346536,0.047684062,0.03620384,0.026358958,0.07726152
111,1.0094643,0.35505852,0.4709935,0.3370578,0.53847075,0.018000722
