feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.3679059,0.035957646,0.07774091,0.0512939,0.290165,-0.015336253
1,0.18877527,0.032213766,0.045032766,0.033274077,0.1437425,-0.0010603108
2,0.38713446,0.058109842,0.12855484,0.0815475,0.2585796,-0.023437656
3,0.217668,0.04461103,0.05655521,0.040713433,0.16111279,0.0038975962
4,0.39760107,0.042517167,0.06000043,0.03834926,0.33760065,0.004167907
5,0.5821265,0.08371516,0.09800621,0.06627223,0.48412028,0.017442934
6,0.49557585,0.05052346,0.10368,0.0698069,0.39189583,-0.019283444
7,0.40339074,0.013924863,0.07644085,0.042457964,0.3269499,-0.028533101
8,0.49217716,0.035245903,0.08933483,0.063292526,0.40284234,-0.028046623
9,0.6286459,0.106797576,0.1303658,0.09164309,0.4982801,0.015154488
10,0.5344259,0.13359891,0.14227943,0.10129253,0.39214647,0.03230638
11,0.49440336,0.06082195,0.085242674,0.068715535,0.40916067,-0.007893585
12,0.7172645,0.11118869,0.14226453,0.11254682,0.5749999,-0.0013581291
13,0.56292933,0.08787271,0.11992278,0.086477496,0.44300655,0.0013952106
14,0.2982974,0.060508586,0.07564737,0.05220338,0.22265004,0.008305207
15,0.6857469,0.14873813,0.14254534,0.10852797,0.54320157,0.040210158
16,0.31509462,0.0691165,0.08013463,0.052861385,0.23495999,0.016255118
17,0.1708627,0.02546302,0.032011684,0.02394434,0.13885102,0.0015186798
18,0.6009812,0.04670835,0.09235004,0.058573525,0.5086311,-0.011865176
19,0.5917065,0.050874494,0.08656776,0.054211903,0.50513875,-0.0033374093
20,0.22569934,0.042214695,0.043119274,0.031116093,0.18258005,0.011098603
21,0.44090578,0.05394622,0.07864152,0.06015393,0.36226428,-0.006207712
22,0.63112146,0.10300009,0.12727952,0.09120019,0.50384194,0.011799902
23,0.43093067,0.04598928,0.0751161,0.057967316,0.35581458,-0.011978038
24,0.6336702,0.06813786,0.13617778,0.08285485,0.49749243,-0.01471699
25,0.49596402,0.09830104,0.12204216,0.0918553,0.37392187,0.0064457357
26,0.4014873,0.08206777,0.09452294,0.06895938,0.30696434,0.013108395
27,0.32448828,0.05617219,0.0866845,0.060543858,0.23780379,-0.004371669
28,0.37555623,0.09989745,0.09520802,0.074442945,0.2803482,0.025454506
29,0.4302202,0.059214756,0.08156259,0.06399279,0.3486576,-0.004778035
