feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.04553246,0.16034777,0.044129863,0.028922679,0.0014025979,0.1314251
1,1.055088,0.60760826,0.8820706,0.65073115,0.17301744,-0.043122888
2,0.1125598,0.03166137,0.07010294,0.048192468,0.042456865,-0.016531099
3,0.877315,0.52116853,0.7722659,0.53548,0.10504907,-0.014311492
4,0.011612914,-0.057403702,0.015859151,0.0051677106,-0.0042462377,-0.062571414
5,0.004347525,-0.0064210678,0.026103113,0.015649477,-0.021755587,-0.022070546
6,0.008738981,0.14662875,0.012620487,0.009716814,-0.0038815066,0.13691194
7,0.037347708,0.03218667,0.018345887,0.01486253,0.019001821,0.017324138
8,0.02924647,0.04102358,0.025064597,0.02096015,0.004181873,0.020063428
9,0.03185752,-0.035177894,0.023057558,0.008643108,0.008799963,-0.043821003
10,0.48039815,0.12240114,0.22497892,0.13674524,0.25541922,-0.014344104
11,0.045540895,0.019798595,0.02108689,0.016308174,0.024454005,0.003490422
12,0.021234663,0.033152014,0.009024007,0.009435027,0.012210656,0.023716986
13,1.1507854,0.5607755,0.89019257,0.5791849,0.26059288,-0.018409371
14,1.1003729,0.02048645,0.29201853,0.18393116,0.8083544,-0.16344471
15,0.0011018632,0.036535818,0.011795074,0.011581956,-0.01069321,0.02495386
16,0.86710423,0.5608083,0.7622008,0.5517501,0.10490346,0.0090581775
17,0.044142526,-0.005230967,0.05220742,0.035912443,-0.008064896,-0.04114341
18,0.60902,0.54380345,0.58576834,0.46810114,0.023251653,0.07570231
19,0.8829896,0.48332933,0.7377562,0.47626418,0.1452334,0.007065147
20,0.02402917,-0.038831938,0.027970375,0.01373204,-0.0039412063,-0.05256398
21,0.0072845565,0.027355758,0.012698618,0.0055551976,-0.0054140612,0.02180056
22,0.028425869,0.022554236,0.032936048,0.016643038,-0.004510179,0.0059111975
23,0.07621905,0.053406507,0.05581342,0.040131733,0.020405632,0.013274774
24,0.7595042,0.55929494,0.65790606,0.50720596,0.10159814,0.052088976
25,0.55727684,0.39804167,0.5312154,0.38908005,0.026061416,0.008961618
26,0.75180733,0.4963153,0.6011517,0.42649132,0.15065563,0.06982398
27,0.15674253,0.08614763,0.11058974,0.07711521,0.046152785,0.009032421
