feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.075679444,0.049949005,0.08556799,0.06389958,-0.009888545,-0.013950571
1,0.9592095,0.30951452,0.49999657,0.28651178,0.45921293,0.023002744
2,-0.018161196,0.037337545,0.006518144,0.004809252,-0.02467934,0.032528292
3,0.388118,0.18209846,0.22544666,0.17630316,0.16267134,0.0057953
4,0.06940978,0.045359038,0.03813462,0.023869526,0.03127516,0.021489512
5,0.025203785,-0.0032281447,0.03373406,0.024317026,-0.008530276,-0.02754517
6,0.07223241,0.07133351,0.032936793,0.023609372,0.039295617,0.047724143
7,0.023610475,0.10220124,0.04431615,0.03073284,-0.020705676,0.0714684
8,0.8702868,0.47181326,0.5619324,0.436634,0.30835444,0.035179257
9,0.18132888,0.088131666,0.11105411,0.079166874,0.07027477,0.008964792
10,0.07459328,0.05966857,0.03738657,0.020251576,0.037206713,0.039416995
11,-0.029645028,0.11736141,0.012937,0.0056661605,-0.042582028,0.11169525
12,0.6915355,0.27327812,0.34692115,0.24454947,0.34461433,0.028728649
13,0.11973403,0.07527736,0.06912451,0.05429725,0.050609514,0.020980109
14,0.19552249,0.105663225,0.09757065,0.06928076,0.09795184,0.036382467
15,0.12976564,0.08823946,0.07885374,0.055933792,0.050911903,0.03230567
16,0.6000219,0.26169983,0.2987335,0.21327813,0.3012884,0.048421696
17,0.04994147,0.044850264,0.032973297,0.028715556,0.016968172,0.016134707
18,0.103805624,0.04748835,0.055009704,0.035350688,0.04879592,0.012137663
19,0.10671955,0.04147566,0.08795147,0.05989533,0.018768087,-0.018419668
20,0.06487638,0.020090953,0.029895997,0.017069839,0.03498038,0.0030211136
21,0.7533922,0.32187665,0.36543575,0.26313704,0.38795647,0.058739603
22,0.8386331,0.39213762,0.47633666,0.3455659,0.36229646,0.04657173
23,0.040215608,0.028501429,0.038457848,0.022417221,0.0017577596,0.0060842074
24,0.97713566,0.35152835,0.49508724,0.32832178,0.48204842,0.023206562
25,0.88644797,0.363676,0.4686984,0.33013922,0.41774955,0.03353679
26,1.0160643,0.3109954,0.4604122,0.3374314,0.5556521,-0.026436001
27,0.97467226,0.48024505,0.66953117,0.44163376,0.3051411,0.038611293
