feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.65034753,0.08526491,0.11313216,0.07917684,0.53721535,0.006088063
1,0.649958,0.05006754,0.095839456,0.064774245,0.5541186,-0.014706705
2,0.45556477,0.047192127,0.058473498,0.045043807,0.39709127,0.002148319
3,0.5447709,0.12176007,0.13275713,0.10049299,0.41201377,0.021267079
4,0.48755538,0.06254489,0.13882923,0.10140312,0.34872615,-0.038858227
5,0.43133813,0.08756831,0.09909832,0.06805528,0.3322398,0.019513033
6,0.5680671,0.059539247,0.05725094,0.04140814,0.51081616,0.018131107
7,0.4188029,0.04447729,0.08072018,0.05407066,0.3380827,-0.009593368
8,0.5461717,0.049970932,0.0780072,0.060231615,0.46816453,-0.010260683
9,0.16399422,0.023705984,0.030941004,0.020354733,0.13305321,0.0033512507
10,0.50178844,0.05859052,0.07298021,0.044155948,0.4288082,0.014434572
11,0.4224805,0.076941185,0.06811894,0.04628984,0.35436156,0.030651346
12,0.5716249,0.040401865,0.07536413,0.053664405,0.49626076,-0.01326254
13,0.4965249,0.10044073,0.10289486,0.08100976,0.39363003,0.019430973
14,0.4301969,0.07515419,0.07526078,0.05989211,0.35493612,0.015262082
15,0.6757357,0.12948972,0.13457145,0.09690966,0.5411643,0.032580063
16,0.5488534,0.10418114,0.13745213,0.10183555,0.41140127,0.0023455918
17,0.37874982,0.022508947,0.066124305,0.046323735,0.31262553,-0.023814788
18,0.5492547,0.034127496,0.07797908,0.048411038,0.47127563,-0.014283542
19,0.6274697,0.10401071,0.12542495,0.10805021,0.5020448,-0.0040395036
20,0.4530217,0.014265854,0.08016714,0.057978977,0.37285456,-0.043713123
21,0.51925486,0.11029181,0.111065984,0.09036252,0.40818888,0.01992929
22,0.47195846,0.042805385,0.08518093,0.049179513,0.38677752,-0.006374128
23,0.7894176,0.062291335,0.119139254,0.06906865,0.6702784,-0.0067773126
24,0.45160463,0.04955295,0.07783752,0.05203227,0.3737671,-0.0024793185
25,0.52271646,0.07558137,0.09890935,0.06698177,0.4238071,0.008599602
26,0.31517288,0.04826497,0.11880393,0.07882915,0.19636895,-0.030564178
27,0.586673,0.08913367,0.13366751,0.088147014,0.4530055,0.000986658
28,0.58578277,0.047607653,0.052699663,0.037118413,0.5330831,0.01048924
29,0.5672218,0.08313627,0.08620308,0.056399524,0.48101872,0.026736744
30,0.41137418,0.059346605,0.08561166,0.051561493,0.3257625,0.0077851117
31,0.17950715,0.029436162,0.052334122,0.03505925,0.12717304,-0.005623089
32,0.551442,0.06675127,0.108538724,0.08208652,0.4429033,-0.015335247
33,0.5336755,0.01890236,0.04918879,0.025908351,0.4844867,-0.0070059914
34,0.33188614,0.029132394,0.052612912,0.032227922,0.27927324,-0.003095528
35,0.5671722,0.122431315,0.15182306,0.10118377,0.4153492,0.021247543
36,0.59825647,0.16725504,0.18031809,0.13358974,0.41793838,0.0336653
37,0.28863594,-0.007590822,0.05935954,0.03768902,0.2292764,-0.045279842
38,0.6104764,0.03662868,0.05773554,0.040029652,0.5527408,-0.003400974
39,0.45294106,0.044743642,0.08169467,0.06058672,0.3712464,-0.015843078
40,0.4259416,0.018308183,0.03204121,0.023276987,0.39390036,-0.0049688034
41,0.5428913,0.05173992,0.07749524,0.050302904,0.46539608,0.0014370158
