rel_depth,probe_helix_f1,probe_helix_auroc,probe_strand_f1,probe_strand_auroc,probe_burial_f1,probe_burial_auroc,contact_p_at_L5
50%,-0.05411837860812507,-0.06025091773076441,-0.07443428937152291,-0.08633863213612791,-0.013035945011534822,-0.0130488320011789,-0.005829971390494116
