feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.08068168,0.17110834,0.054858994,0.035098813,0.025822688,0.13600951
1,1.5716206,0.5386692,0.76944274,0.5634149,0.80217785,-0.024745643
2,0.399349,0.18963104,0.21134715,0.15278392,0.18800186,0.03684713
3,1.0170224,0.427418,0.6381402,0.42503488,0.37888217,0.002383113
4,0.01974684,-0.058714893,0.017690158,0.0061421846,0.0020566825,-0.06485708
5,0.11132342,0.037977185,0.057811845,0.036147267,0.05351158,0.0018299185
6,0.01693891,0.1557903,0.01627441,0.012361881,0.0006645005,0.14342842
7,0.18561451,0.11477285,0.10791434,0.086774275,0.07770017,0.027998574
8,0.048456263,0.05064296,0.024464158,0.021331277,0.023992104,0.029311683
9,0.04509142,-0.029080028,0.023662377,0.011742604,0.021429043,-0.040822633
10,1.0722549,0.26680914,0.35579345,0.23966388,0.7164614,0.027145252
11,0.055593736,0.018738547,0.022262031,0.016548924,0.033331707,0.0021896232
12,0.017682988,0.037980687,0.008168743,0.007246641,0.009514245,0.030734045
13,1.4921845,0.3323358,0.5092235,0.35456306,0.982961,-0.022227257
14,1.4704661,0.110676035,0.20927343,0.16506046,1.2611927,-0.054384425
15,0.007168049,0.038227897,0.014360926,0.013434023,-0.007192877,0.024793874
16,0.8867285,0.32795462,0.4432894,0.32212812,0.44343913,0.005826503
17,0.058369245,0.014821071,0.06538794,0.046075005,-0.0070186965,-0.031253934
18,0.88452023,0.6392638,0.6872909,0.54788977,0.19722933,0.09137404
19,1.2754467,0.47734505,0.5918133,0.41583502,0.6836333,0.061510026
20,0.033491444,-0.03598247,0.026945684,0.013106739,0.0065457597,-0.04908921
21,0.023881966,0.03190304,0.012335164,0.009166666,0.011546803,0.022736374
22,0.0678147,0.034997102,0.04682256,0.02638333,0.020992141,0.008613773
23,0.09546863,0.054734606,0.05825121,0.0428895,0.037217423,0.011845108
24,1.0997486,0.5282441,0.63854396,0.48302293,0.46120465,0.04522115
25,1.1534497,0.5417623,0.7444656,0.5338664,0.40898407,0.007895887
26,1.0174428,0.48863816,0.6057166,0.44421744,0.41172624,0.04442072
27,0.2689577,0.12862974,0.15378495,0.1096364,0.11517276,0.01899334
28,0.027086988,0.033652846,0.01545998,0.012407247,0.011627008,0.021245599
29,1.0192454,0.35032317,0.46141914,0.32059222,0.5578263,0.029730946
30,0.72260445,0.39331308,0.51637673,0.35473076,0.20622772,0.038582325
31,0.9178397,0.3893365,0.513293,0.35958636,0.40454668,0.029750139
32,0.13619642,0.014166319,0.030108836,0.025289306,0.10608758,-0.011122988
33,0.036495514,0.09428506,0.038206194,0.021535935,-0.0017106794,0.07274913
34,0.2831517,0.06942403,0.20072058,0.10884864,0.08243111,-0.039424606
35,1.4326484,0.51469976,0.62017,0.4643582,0.8124784,0.050341547
36,0.0709815,-0.020860286,0.06522235,0.033433884,0.00575915,-0.05429417
37,0.6245289,0.23706669,0.2867739,0.21196909,0.337755,0.025097594
38,0.055516742,0.15637654,0.04072986,0.028597815,0.01478688,0.12777872
39,0.044886477,-0.03959155,0.04494936,0.022184229,-6.28829e-05,-0.06177578
40,1.0281323,0.101267084,0.19115865,0.13450147,0.83697367,-0.033234388
41,0.7885942,0.3286802,0.4622763,0.3428369,0.32631788,-0.014156699
42,1.1721374,0.3661458,0.47226384,0.35257718,0.69987357,0.01356861
43,1.1173265,0.43354055,0.54329896,0.41598666,0.57402754,0.017553896
44,0.08870727,0.08370814,0.050803248,0.040439434,0.03790402,0.043268703
45,1.1636539,0.13702963,0.2348496,0.18680775,0.9288043,-0.04977812
46,1.3173703,0.6887231,0.8690223,0.64372116,0.448348,0.045001924
47,0.6639818,0.21155028,0.31613126,0.22121277,0.34785053,-0.009662494
48,0.047582127,0.04005049,0.035872243,0.02665135,0.011709884,0.013399141
49,0.6407384,0.31978682,0.31507626,0.22968525,0.32566217,0.09010157
50,0.61108243,0.29769713,0.41052577,0.28610873,0.20055667,0.011588395
51,1.0400964,0.3839691,0.50979567,0.3773932,0.53030074,0.0065759122
52,0.79562926,0.2207081,0.27515665,0.19650632,0.52047265,0.02420178
53,1.0407121,0.31383276,0.47458324,0.33072868,0.56612885,-0.01689592
