rel_depth,probe_helix_f1,probe_helix_auroc,probe_strand_f1,probe_strand_auroc,probe_burial_f1,probe_burial_auroc,contact_p_at_L5
50%,-0.038812321778630476,-0.05126106709465561,-0.069731199470568,-0.07881214886674648,-0.003050725515948982,-0.012041126518916645,-0.005829971390494116
