feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.5049849,0.1362237,0.15771529,0.11215975,0.34726962,0.024063952
1,0.45619112,0.09166811,0.10910799,0.07516154,0.34708312,0.016506568
2,0.5047797,0.11171326,0.11915003,0.09548586,0.38562965,0.016227402
3,0.42730358,0.029686138,0.06491146,0.043421753,0.36239213,-0.013735615
4,0.33555284,0.06231415,0.062713854,0.04563952,0.27283898,0.01667463
5,0.5099776,0.10893807,0.15023227,0.12114223,0.35974532,-0.012204163
6,0.49838808,0.12191057,0.15731958,0.109151125,0.3410685,0.012759447
7,0.4844964,0.07457659,0.108697906,0.08115514,0.37579852,-0.006578557
8,0.42168248,0.06833967,0.084927246,0.057907052,0.33675522,0.010432616
9,0.38292176,0.06360454,0.102711774,0.06524879,0.28021,-0.0016442463
10,0.25224745,0.05096676,0.056977183,0.044753052,0.19527027,0.006213706
11,0.43041983,0.059233744,0.073852815,0.051260985,0.35656703,0.007972758
12,0.5386833,0.104143515,0.10371224,0.081648484,0.43497106,0.022495031
13,0.54156476,0.09170227,0.13940391,0.097659305,0.40216085,-0.005957037
14,0.35055345,0.042037413,0.07613105,0.054967593,0.2744224,-0.012930181
15,0.4760167,0.096597455,0.10108991,0.07881461,0.3749268,0.017782845
16,0.5147789,0.116723515,0.12969694,0.09626802,0.38508198,0.020455495
17,0.53860503,0.1348276,0.117441334,0.08749004,0.4211637,0.04733756
18,0.51324266,0.12519069,0.1483589,0.11911702,0.36488378,0.0060736686
19,0.43982768,0.07812418,0.107535005,0.07314913,0.33229268,0.0049750507
20,0.5390442,0.050657626,0.095122434,0.0629851,0.44392177,-0.012327474
21,0.42710578,0.087401405,0.1000592,0.078245685,0.32704657,0.0091557205
22,0.69415486,0.17247525,0.19207294,0.12475411,0.50208193,0.04772114
23,0.45443997,0.021904891,0.04766994,0.034888618,0.40677002,-0.012983726
24,0.51603276,0.15013142,0.11393479,0.08496959,0.40209797,0.06516183
25,0.62978035,0.11104929,0.1397955,0.10017234,0.48998487,0.010876946
26,0.502981,0.07273374,0.10437534,0.075641334,0.39860567,-0.0029075965
27,0.3095286,0.076375864,0.08903714,0.067505054,0.22049144,0.00887081
28,0.51926285,0.106344774,0.14209011,0.10297491,0.37717274,0.0033698678
29,0.39583272,0.051625103,0.06642523,0.044586785,0.32940748,0.0070383176
30,0.44892305,0.14638558,0.15429404,0.117540255,0.294629,0.028845325
31,0.43470898,0.09656048,0.08435644,0.062822685,0.35035253,0.033737794
32,0.4506502,0.07153274,0.09809536,0.07395671,0.35255483,-0.002423972
33,0.35868725,0.047344692,0.09070013,0.05941696,0.26798713,-0.012072269
34,0.4694711,0.05968855,0.089739114,0.061424356,0.37973198,-0.0017358065
35,0.48162368,0.055754486,0.085537836,0.06341903,0.39608586,-0.0076645426
36,0.43199036,0.04619802,0.07602786,0.053368203,0.35596249,-0.0071701817
37,0.5080915,0.07780459,0.10554643,0.072554186,0.4025451,0.005250402
38,0.32895833,0.11068581,0.09849618,0.0775917,0.23046216,0.033094108
39,0.5171383,0.08875764,0.10210679,0.07423405,0.41503152,0.014523588
40,0.33851996,0.07789583,0.07206756,0.044012118,0.2664524,0.03388371
41,0.6439778,0.20541336,0.19900778,0.15172513,0.44497004,0.053688228
42,0.5027275,0.033856824,0.0600492,0.043482356,0.4426783,-0.009625532
43,0.5811547,0.12214222,0.14534327,0.11260404,0.43581143,0.009538181
44,0.41626266,0.07528334,0.092905276,0.06580147,0.32335737,0.00948187
45,0.49096534,0.08949272,0.128153,0.07886082,0.36281234,0.010631904
46,0.49553216,0.055166826,0.073595114,0.049443793,0.42193705,0.005723033
47,0.68158495,0.09657342,0.14006576,0.09937621,0.54151917,-0.0028027892
48,0.49513757,0.048836574,0.088457964,0.06883699,0.4066796,-0.020000413
49,0.47057799,0.05966268,0.08184697,0.05659441,0.388731,0.003068272
50,0.5645497,0.08566787,0.11806246,0.0800464,0.44648722,0.0056214705
51,0.55276245,0.0939206,0.13620809,0.09577042,0.41655436,-0.0018498152
52,0.32499847,0.04055482,0.062962696,0.045585863,0.2620358,-0.005031042
53,0.540951,0.065296,0.084132545,0.05896979,0.45681846,0.0063262135
54,0.45758888,0.08240653,0.12082038,0.08278622,0.3367685,-0.00037968904
55,0.5117386,0.09259338,0.10216808,0.074299835,0.40957052,0.018293545
56,0.49299687,0.07083752,0.1311875,0.09198161,0.36180937,-0.021144092
57,0.44339463,0.07887387,0.09504619,0.07018882,0.34834844,0.008685052
58,0.4103842,0.04229106,0.078530334,0.055739217,0.33185387,-0.013448156
59,0.48609385,0.105989374,0.15980019,0.11778875,0.32629365,-0.011799373
60,0.2983908,0.0245054,0.05730608,0.039511878,0.24108472,-0.015006479
61,0.27194843,0.010518378,0.059912167,0.03745483,0.21203625,-0.026936451
62,0.47440228,0.10578683,0.106917106,0.07486685,0.36748517,0.030919977
63,0.53480035,0.0824937,0.13702914,0.09684913,0.3977712,-0.0143554285
