rel_depth,probe_helix_f1,probe_helix_auroc,probe_strand_f1,probe_strand_auroc,probe_burial_f1,probe_burial_auroc,contact_p_at_L5
38%,-0.0512249446933023,-0.06866747277270602,-0.08146750874627018,-0.09430069255339635,-0.012580922094291291,-0.024607922177050323,0.0016630092557062479
