rel_depth,probe_helix_f1,probe_helix_auroc,probe_strand_f1,probe_strand_auroc,probe_burial_f1,probe_burial_auroc,contact_p_at_L5
25%,-0.02342949623051982,-0.03178644456610269,-0.044244559433893216,-0.05126819274250116,-0.008707069944642876,-0.017325755472182514,0.005125836906968433
