feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.5673455,0.1087759,0.124755405,0.09213589,0.4425901,0.016640007
1,0.5679082,0.047677174,0.08639161,0.06095777,0.4815166,-0.013280597
2,0.5105296,0.078210555,0.09915297,0.07273867,0.4113766,0.005471885
3,0.52265596,0.13486885,0.14842568,0.11238992,0.37423027,0.022478923
4,0.33514422,0.051618375,0.11173947,0.08075963,0.22340475,-0.029141255
5,0.4108961,0.063669614,0.07724474,0.053654563,0.33365136,0.010015052
6,0.5971811,0.0561539,0.072691366,0.050160754,0.5244897,0.0059931464
7,0.43399662,0.06555181,0.08970566,0.06808176,0.34429097,-0.002529949
8,0.5045439,0.05668629,0.1010898,0.07749919,0.4034541,-0.020812899
9,0.15260316,0.028317532,0.038910694,0.024657479,0.11369247,0.003660053
10,0.55236995,0.09673021,0.10813248,0.07286786,0.44423747,0.023862347
11,0.47388443,0.09561345,0.10900567,0.08033375,0.36487877,0.015279703
12,0.8301566,0.030666916,0.078998,0.051750563,0.7511586,-0.021083647
13,0.46561825,0.09946494,0.11739258,0.08857008,0.34822568,0.010894857
14,0.3762591,0.057081766,0.07794022,0.059949376,0.29831886,-0.0028676093
15,0.6148771,0.12367086,0.13424246,0.10175856,0.48063463,0.0219123
16,0.62924033,0.15531036,0.21751933,0.16537675,0.411721,-0.01006639
17,0.3486226,0.045126125,0.0802955,0.060259838,0.2683271,-0.015133712
18,0.48027557,0.036449425,0.09159006,0.055563174,0.38868552,-0.01911375
19,0.5410404,0.11326359,0.123630986,0.10674156,0.41740942,0.0065220296
20,0.5865697,0.05074462,0.114812925,0.0854967,0.47175682,-0.034752082
21,0.520227,0.0993503,0.10730771,0.08105302,0.4129193,0.018297285
22,0.46904165,0.07024105,0.10647005,0.07266433,0.3625716,-0.002423279
23,0.5814307,0.06863664,0.102048814,0.054550983,0.47938186,0.014085658
24,0.45939428,0.040200878,0.073044986,0.051183093,0.3863493,-0.010982215
25,0.5175241,0.07318051,0.10599498,0.0717654,0.41152915,0.0014151111
26,0.39575717,0.052175272,0.10789243,0.07650547,0.28786474,-0.024330195
27,0.5298015,0.10702751,0.1383008,0.093480274,0.39150068,0.013547234
28,0.514676,0.06969402,0.05115183,0.034135714,0.46352413,0.035558306
29,0.55478287,0.13282052,0.13694546,0.096543446,0.4178374,0.03627707
30,0.3982244,0.048545606,0.08747761,0.053029425,0.3107468,-0.004483819
31,0.25214288,0.032203674,0.06581923,0.039385237,0.18632364,-0.0071815625
32,0.5722323,0.07951679,0.12704203,0.097788,0.44519028,-0.018271208
33,0.5799276,0.032260694,0.06672963,0.042245086,0.513198,-0.009984393
34,0.4101003,0.038093287,0.0594503,0.04452679,0.35065,-0.006433502
35,0.45578706,0.08577296,0.10243527,0.069659546,0.3533518,0.016113415
36,0.61916596,0.17221971,0.18220666,0.13678142,0.4369593,0.035438284
37,0.5655459,0.061870303,0.1077878,0.078379735,0.45775813,-0.016509432
38,0.54418254,0.044463307,0.06166809,0.041827764,0.48251444,0.0026355423
39,0.42455816,0.060861602,0.099301636,0.064849496,0.32525653,-0.0039878935
40,0.42641115,0.027907507,0.03217306,0.020620685,0.39423808,0.0072868224
41,0.58027476,0.06501514,0.100365795,0.06821045,0.47990897,-0.0031953156
42,0.21030648,0.05135114,0.07375356,0.053305637,0.13655293,-0.001954496
43,0.5149094,0.10771508,0.15230279,0.09606834,0.36260659,0.01164674
44,0.4112432,0.055124905,0.104335025,0.06272172,0.3069082,-0.007596817
45,0.6647605,0.070199676,0.13703108,0.105566785,0.5277294,-0.03536711
46,0.61819637,0.06122728,0.08475272,0.067861535,0.5334436,-0.006634254
47,0.5769406,0.11084717,0.115460694,0.08457117,0.4614799,0.026276
48,0.5862008,0.108283736,0.1309508,0.09155451,0.45524997,0.016729228
49,0.5493427,0.0531193,0.094097756,0.06433949,0.45524493,-0.011220187
50,0.57996637,0.015074969,0.04341737,0.026332553,0.536549,-0.011257584
51,0.41505453,0.04220341,0.078637585,0.046009026,0.33641696,-0.003805615
52,0.6567187,0.10522362,0.13098475,0.10489579,0.52573395,0.00032782555
